facility_name,city,state,zip,phone,accepts_medicaid,accepts_medicare,accepts_private_insurance,accepts_self_pay_cash,state_financed_insurance,military_insurance,ihs_tribal_urban_funds,sliding_fee_scale,payment_assistance,affordability_tier
PSA Behavioral Health Agency — DBA Resilient Health,Gilbert,AZ,85297,602-995-1767,False,True,True,True,False,False,False,False,False,Medium Cost
Touch Angels Behav Healthcare LLC,Gilbert,AZ,85298,720-934-6368,False,False,False,True,True,False,False,False,False,Low Cost
A New Leaf Inc — West Valley Family Care,Glendale,AZ,85302,623-934-1991,False,False,True,True,False,False,False,True,False,Low Cost
ARISE Community Solutions,Glendale,AZ,85302,623-755-9690,False,True,True,True,False,True,False,False,False,Medium Cost
Arizona Mentor — Echo,Glendale,AZ,85305,602-200-9494,False,False,False,True,False,False,False,False,False,Medium Cost
Arizona Mentor — Union Hills,Glendale,AZ,85308,602-200-9494,False,False,False,True,False,False,False,False,False,Medium Cost
Aurora Behavioral Health System LLC — Glendale,Glendale,AZ,85302,623-344-4400 x4400,False,True,True,True,True,True,False,False,False,Low Cost
Banner Thunderbird Medical Center — Banner Thunderbird Behavioral Health,Glendale,AZ,85306,602-865-5555,False,True,True,True,True,True,False,False,False,Low Cost
Community Connections LLC — 39th Avenue,Glendale,AZ,85308,623-242-8460,False,False,False,False,False,False,False,False,False,Unknown
Lateef Behavioral Care Homes — Shaw Butte,Glendale,AZ,85304,602-327-8375,False,False,True,True,False,False,False,True,False,Low Cost
Lifeline Professional Counseling Servs,Glendale,AZ,85308,480-641-1165,False,True,True,True,True,True,False,False,False,Low Cost
Terros Health — Olive Health Center,Glendale,AZ,85302,602-389-3560,False,True,True,True,True,True,False,True,True,Free/No Cost
Transitions Counseling and Consulting,Glendale,AZ,85308,602-363-0629,False,False,True,True,False,True,False,False,False,Medium Cost
Community Bridges Inc — Transition Point Residential,Globe,AZ,85501,928-425-2415,False,True,True,True,True,False,False,False,False,Low Cost
Horizon Health and Wellness,Globe,AZ,85501,833-431-4449,False,True,True,True,False,False,False,True,True,Free/No Cost
Arizonas Children Association,Goodyear,AZ,85338,623-889-0091,False,False,False,False,False,False,False,False,False,Unknown
Oasis Health Services LLC,Goodyear,AZ,85395,509-381-6035,False,True,True,True,True,True,False,False,False,Low Cost
Transitions Counseling and Consulting,Goodyear,AZ,85395,602-363-0629,False,False,True,True,False,True,False,False,False,Medium Cost
COPE Community Services Inc — Villa Verde,Green Valley,AZ,85614,520-625-3835,False,True,True,False,False,False,False,False,False,Medium Cost
Marys Mission and Development Center,Hereford,AZ,85615,520-417-2115,False,False,True,False,True,False,False,True,False,Low Cost
ChangePoint Integrated Health — Outpatient Clinic,Holbrook,AZ,86025,928-524-6126,False,True,True,True,False,False,False,False,False,Medium Cost
Mohave Mental Health Clinic Inc,Kingman,AZ,86409,928-757-8111,False,True,True,True,True,True,False,True,True,Free/No Cost
Mohave Mental Health Clinic Inc — Child and Family Service Center,Kingman,AZ,86409,928-355-3432,False,True,False,True,True,False,False,True,True,Free/No Cost
Mohave Mental Health Clinic Inc — Holmes House,Kingman,AZ,86409,928-757-8111,False,True,False,True,True,False,False,True,False,Low Cost
Mohave Mental Health Clinic Inc — Pathways Facility,Kingman,AZ,86409,928-757-8111,False,False,True,True,True,False,False,False,True,Free/No Cost
Arizonas Children Association,Lake Havasu City,AZ,86403,928-680-4458,False,False,False,False,False,False,False,False,False,Unknown
Mohave Mental Health Clinic Inc,Lake Havasu City,AZ,86403,928-855-3432,False,True,True,True,True,True,False,True,True,Free/No Cost
Mohave Mental Health Clinic Inc — Children and Family Services,Lake Havasu City,AZ,86403,928-855-3432,False,True,False,True,True,False,False,True,True,Free/No Cost
ChangePoint Psychiatric Hospital — Inpatient Facility,Lakeside,AZ,85929,928-368-4110,False,True,True,True,False,False,False,False,False,Medium Cost
Arizona Mentor — Hawthorne,Laveen,AZ,85339,602-200-9494,False,False,False,True,False,False,False,False,False,Medium Cost
Destiny Sober Living — Carver Ranch,Laveen,AZ,85339,602-249-6674,False,False,True,True,False,False,False,False,True,Free/No Cost
Canyonlands Healthcare — Beaver Dam,Littlefield,AZ,86432,928-347-5971,False,True,True,True,True,True,False,True,False,Low Cost
CBI Encompass Health Services — Littlefield Outpatient,Littlefield,AZ,86432,928-645-5113,False,True,True,True,True,True,False,False,False,Low Cost
Marana Health Center Inc — DBA MHC Healthcare,Marana,AZ,85653,520-682-1091,False,True,True,True,True,True,False,True,False,Low Cost
Shining Hearts Residential Trt Ctr LLC,Maricopa,AZ,85138,469-401-8195,False,True,True,True,True,True,False,True,False,Low Cost
Arizona Mentor — Keats,Mesa,AZ,85209,602-200-9494,False,False,False,True,False,False,False,False,False,Medium Cost
Chicanos Por La Causa — Centro Esperanza,Mesa,AZ,85203,480-615-3800,False,True,True,False,False,False,False,False,False,Medium Cost
Community Bridges Inc — CPEC OSC,Mesa,AZ,85210,480-507-3180,False,True,True,True,True,True,False,False,False,Low Cost
Denova Collaborative Health — Dobson Ranch,Mesa,AZ,85202,602-230-7373,False,True,True,True,True,True,False,False,False,Low Cost
Excel Behavioral Health Services,Mesa,AZ,85201,480-331-8521,False,False,True,True,False,False,False,False,False,Medium Cost
Family Service Agency — Mesa Site,Mesa,AZ,85204,480-507-8619 x201,False,True,False,True,False,False,False,True,True,Free/No Cost
Lifewell,Mesa,AZ,85201,602-808-2800,False,True,False,True,False,True,False,False,False,Medium Cost
MIND 24/7 — Higley Progression,Mesa,AZ,85206,844-646-3247,False,True,True,True,False,False,False,False,False,Medium Cost
MIND 24/7 — Mesa,Mesa,AZ,85206,844-646-3247,False,True,True,True,False,False,False,False,False,Medium Cost
OCD and Anxiety Treatment Center,Mesa,AZ,85210,801-298-2000,False,False,True,True,False,True,False,False,False,Medium Cost
Proper Paths,Mesa,AZ,85205,480-687-5107,False,False,False,True,False,False,False,False,False,Medium Cost
Recovia,Mesa,AZ,85206,480-712-4600,False,True,True,True,False,True,False,False,False,Medium Cost
Southwest Behavioral Health Services — Mesa Clinic,Mesa,AZ,85202,602-257-9339,False,True,True,True,True,False,False,False,False,Low Cost
Stand Together and Recover Centers,Mesa,AZ,85201,480-649-3642,False,True,True,True,True,False,False,True,False,Low Cost
TLC Treatment Center,Mesa,AZ,85210,480-969-1471,False,False,True,True,True,True,False,True,True,Free/No Cost
Transitions Counseling and Consulting,Mesa,AZ,85204,602-363-0629 x111,False,False,True,True,False,True,False,False,False,Medium Cost
Valle del Sol,Mesa,AZ,85201,602-258-6797,False,True,True,True,True,False,False,False,False,Low Cost
Valle del Sol — South Mesa,Mesa,AZ,85212,602-258-6797,False,True,True,True,True,True,False,True,False,Low Cost
Valleywise Behavioral Health Center — Mesa,Mesa,AZ,85201,602-344-5011,False,True,True,True,False,False,False,False,False,Medium Cost
Intermountain Health Centers Inc,Nogales,AZ,85621,520-281-0678,False,True,True,True,False,False,False,False,False,Medium Cost
Horizon Health and Wellness,Oracle,AZ,85623,833-431-4449,False,True,True,True,False,False,False,True,True,Free/No Cost
Canyonlands Healthcare — Lake Powell Medical Center,Page,AZ,86040,928-645-8123,False,True,True,True,True,True,False,True,False,Low Cost
CBI Encompass Health Services — Page Integrated Health Home,Page,AZ,86040,928-645-5113,False,True,True,True,True,True,False,False,False,Low Cost
Community Health Associates — CHA Parker,Parker,AZ,85344,928-669-5319,False,True,True,True,True,True,False,True,False,Low Cost
PSA Behavioral Health Agency — DBA Resilient Health,Parker,AZ,85344,602-393-3155,False,False,False,True,False,False,False,False,False,Medium Cost
Community Bridges Inc — Payson,Payson,AZ,85541,928-363-0247,False,True,True,True,True,False,False,False,False,Low Cost
Community Bridges Inc — Payson Outpatient Services Center,Payson,AZ,85541,480-532-3601,False,True,True,True,True,False,False,False,False,Low Cost
Community Bridges Inc — Payson Outpatient Services Center 2,Payson,AZ,85541,480-589-1705,False,True,True,True,True,False,False,False,False,Low Cost
Choice Wellness,Peoria,AZ,85383,623-326-0312,False,False,True,True,True,False,False,False,False,Low Cost
Partners in Recovery LLC — West Valley Campus,Peoria,AZ,85381,623-583-0232,False,True,True,True,False,False,False,False,False,Medium Cost
Sierra Transformation Center,Peoria,AZ,85382,702-329-7125,False,True,True,True,True,False,False,True,True,Free/No Cost
2nd Chance Treatment Center,Phoenix,AZ,85032,602-464-9576,False,True,True,True,True,True,False,False,False,Low Cost
Arizona Mentor,Phoenix,AZ,85037,602-200-9494,False,False,False,True,False,False,False,False,False,Medium Cost
Arizona Mentor — Aztec,Phoenix,AZ,85037,602-200-9494,False,False,False,True,False,False,False,False,False,Medium Cost
Arizona Mentor — Chestnut,Phoenix,AZ,85037,602-200-9494,False,False,False,True,False,False,False,False,False,Medium Cost
Arizona Mentor — Evergreen,Phoenix,AZ,85037,602-200-9494,False,False,False,True,False,False,False,False,False,Medium Cost
Arizonas Children Association,Phoenix,AZ,85012,602-234-3733 x2527,False,False,False,False,False,False,False,False,False,Unknown
Aspire Counseling Services AZ LLC,Phoenix,AZ,85032,888-585-7373,False,True,True,True,True,True,False,False,False,Low Cost
Banner University Medical Center — Comprehensive Pain and Addict Inst,Phoenix,AZ,85006,602-521-5700,False,True,True,False,True,False,False,False,False,Low Cost
Banner University Medicine — Behavioral Health Center,Phoenix,AZ,85006,602-521-3600,False,True,True,True,True,True,False,False,False,Low Cost
Camelback Recovery Treatment Center — Camelback Recovery LLC,Phoenix,AZ,85016,602-772-1579,False,False,True,True,False,True,False,False,False,Medium Cost
Catholic Charities Community Services,Phoenix,AZ,85015,602-749-4405,False,True,False,True,False,False,False,True,False,Low Cost
Chicanos Por La Causa Inc — Centro De La Familia,Phoenix,AZ,85033,623-247-0464,False,True,True,True,True,False,False,True,False,Low Cost
Community Bridges Inc — Cactus Integrated Care,Phoenix,AZ,85034,602-407-6280,False,True,True,True,True,False,False,False,False,Low Cost
Community Bridges Inc — Central City,Phoenix,AZ,85008,602-273-9999,False,True,True,True,True,False,False,False,False,Low Cost
Community Connections LLC — Greenway,Phoenix,AZ,85022,623-242-8460,False,False,False,False,False,False,False,False,False,Unknown
Community Connections LLC — IOP,Phoenix,AZ,85032,623-242-8460,False,False,False,False,False,False,False,False,False,Unknown
Community Connections LLC — Union Hills,Phoenix,AZ,85023,623-242-8460,False,False,False,False,False,False,False,False,False,Unknown
Copa Health — Metro Center Integrated Health Home,Phoenix,AZ,85051,602-997-9006,False,True,True,True,False,False,False,False,False,Medium Cost
Core Recovery LLC,Phoenix,AZ,85085,602-810-1210,False,False,True,True,False,True,False,False,False,Medium Cost
Crisis Preparation and Recovery Inc,Phoenix,AZ,85037,480-804-0326,False,True,True,True,True,False,False,True,False,Low Cost
Denova Collaborative Health — Bella Vista,Phoenix,AZ,85012,602-230-7373 x221,False,True,True,True,True,True,False,False,False,Low Cost
Denova Collaborative Health — Integrated Health Center,Phoenix,AZ,85012,602-230-7373,False,True,True,True,True,True,False,False,False,Low Cost
Denova Collaborative Health — Moon Valley,Phoenix,AZ,85022,602-230-7373,False,True,True,True,True,True,False,False,False,Low Cost
Destiny Sober Living,Phoenix,AZ,85015,602-249-6674,False,False,True,True,False,False,False,False,True,Free/No Cost
Devereux Advanced Behavioral Health — Arizona,Phoenix,AZ,85029,602-944-6222,False,False,False,False,True,False,False,False,False,Low Cost
Ebony House Inc — Youth/Young Adults Behav Health Servs,Phoenix,AZ,85016,602-254-6137,False,True,True,True,True,False,False,True,True,Free/No Cost
Family Service Agency — Greenway Site,Phoenix,AZ,85032,602-863-1862,False,True,False,True,False,False,False,True,True,Free/No Cost
Family Service Agency — Metro Site,Phoenix,AZ,85051,602-863-1862 x201,False,True,False,True,False,False,False,True,True,Free/No Cost
Florence Crittenton — Therapeutic Group Home,Phoenix,AZ,85013,602-274-7318 x109,False,False,False,False,True,False,False,False,False,Low Cost
Focused Family Service,Phoenix,AZ,85006,602-253-6259,False,True,True,True,True,False,False,False,False,Low Cost
Freshstart Recovery — Dunbar House,Phoenix,AZ,85041,480-343-0086,False,False,False,False,False,False,False,False,False,Unknown
FreshStart Recovery — Donner House,Phoenix,AZ,85041,480-343-0086,False,False,False,False,False,False,False,False,False,Unknown
Grossman and Grossman Ltd — Phoenix Office,Phoenix,AZ,85006,602-468-2077,False,False,False,True,True,False,False,False,False,Low Cost
Home of Purpose and Empowerment — HOPE AZ,Phoenix,AZ,85041,623-440-1633,False,False,True,True,False,False,False,False,False,Medium Cost
Homes of Personal Enrichment and — Sobriety Services/HOPESS,Phoenix,AZ,85053,480-660-5775,False,False,True,True,False,False,False,True,False,Low Cost
Hopess — Bethany Home,Phoenix,AZ,85017,480-660-5775,False,False,True,True,False,False,False,True,False,Low Cost
Hopess — Oraibi,Phoenix,AZ,85027,480-660-5775,False,False,True,True,False,False,False,True,False,Low Cost
Lateef Behavioral Care Homes — Minton,Phoenix,AZ,85041,602-327-8375,False,False,True,True,False,False,False,True,False,Low Cost
Lateef Behavioral Care Homes — South Mountain,Phoenix,AZ,85041,602-327-8375,False,False,True,True,False,False,False,True,False,Low Cost
MIND 24/7,Phoenix,AZ,85037,844-646-3247,False,True,True,True,False,False,False,False,False,Medium Cost
MIND 24/7 — Phoenix North Central,Phoenix,AZ,85051,844-646-3247,False,True,True,True,False,False,False,False,False,Medium Cost
Native American Connections — Patina Mountain Preserve,Phoenix,AZ,85020,602-612-3617,False,False,False,True,False,False,False,False,False,Medium Cost
Native American Recovery Center,Phoenix,AZ,85020,480-227-5018,False,False,False,True,False,False,False,False,True,Free/No Cost
Open Hearts,Phoenix,AZ,85015,602-285-5550 x318,False,False,True,True,False,False,False,True,False,Low Cost
Phoenix Medical Psychiatric Hospital,Phoenix,AZ,85006,623-600-2730,False,True,True,True,True,False,False,False,False,Low Cost
PSA Behavioral Health Agency — DBA Resilient Health,Phoenix,AZ,85004,602-340-1675,False,False,False,True,False,False,False,False,False,Medium Cost
Push Wellness,Phoenix,AZ,85009,480-501-0067,False,True,True,True,False,False,False,False,False,Medium Cost
Quail Run Behavioral Health,Phoenix,AZ,85027,602-455-5700,False,True,True,True,False,True,False,False,False,Medium Cost
Recovia,Phoenix,AZ,85004,602-441-1750,False,True,True,True,False,True,False,False,False,Medium Cost
Recovia — Estrella,Phoenix,AZ,85037,480-712-4600,False,True,True,True,False,True,False,False,False,Medium Cost
