facility_id,facility_name,address,city,state,zip,phone,google_maps_url,combined_text
T00053,Anchored Hope Clinic,415 Weathersby Road,Hattiesburg,MS,39402,6013769144,https://www.google.com/maps/place/Anchored+Hope+Clinic/data=!4m7!3m6!1s0x889cdfc41e598d9d:0x1382074debfa5dd2!8m2!3d31.3308619!4d-89.3713245!16s%2Fg%2F11pv3jljg4!19sChIJnY1ZHsTfnIgR0l36600HghM?authuser=0&hl=zh-CN&rclk=1,anchored hope clinic 415 weathersby road hattiesburg ms 39402 6013769144 mental health behavioral health counseling therapy psychiatry psychology
T00054,Anew Mental Health,819 South Governors Avenue,Dover,DE,19904,3026784558,https://www.google.com/maps/place/Anew+Mental+Health/data=!4m7!3m6!1s0x89c7635246f52121:0xe5493ce8ca233375!8m2!3d39.1480672!4d-75.5246994!16s%2Fg%2F11c2y8pzd8!19sChIJISH1RlJjx4kRdTMjyug8SeU?authuser=0&hl=zh-CN&rclk=1,anew mental health 819 south governors avenue dover de 19904 3026784558 mental health behavioral health counseling therapy psychiatry psychology
T00055,Angell Street Psychiatry,Brook Street,Providence,RI,02912,4012748777,https://www.google.com/maps/place/Angell+Street+Psychiatry/data=!4m7!3m6!1s0x89e445213abd125b:0x585511787e9cdd22!8m2!3d41.833927!4d-71.401047!16s%2Fg%2F1tds7qhh!19sChIJWxK9OiFF5IkRIt2cfngRVVg?authuser=0&hl=zh-CN&rclk=1,angell street psychiatry brook street providence ri 02912 4012748777 mental health behavioral health counseling therapy psychiatry psychology
T00056,Apalachee Center,2634 Capital Circle Northeast,Tallahassee,FL,32308,8505233333,https://www.google.com/maps/place/Apalachee+Center/data=!4m7!3m6!1s0x88ecf57939ad77ff:0x8ae7eb21a7b57e21!8m2!3d30.4871655!4d-84.2403513!16s%2Fg%2F1vfwdpl0!19sChIJ_3etOXn17IgRIX61pyHr54o?authuser=0&hl=zh-CN&rclk=1,apalachee center 2634 capital circle northeast tallahassee fl 32308 8505233333 mental health behavioral health counseling therapy psychiatry psychology
T00057,Apogee Behavioral Medicine - Greensboro,5618 Mapleleaf Drive,Greensboro,NC,27410,3366499000,https://www.google.com/maps/place/Apogee+Behavioral+Medicine+-+Greensboro/data=!4m7!3m6!1s0x88531b01267e7ba3:0x526ce7c9fa1b136a!8m2!3d36.0860843!4d-79.8861842!16s%2Fg%2F11t8pn26jb!19sChIJo3t-JgEbU4gRahMb-snnbFI?authuser=0&hl=zh-CN&rclk=1,apogee behavioral medicine - greensboro 5618 mapleleaf drive greensboro nc 27410 3366499000 mental health behavioral health counseling therapy psychiatry psychology
T00058,"Arizona Schwartz Group, PC",10165 92nd Street,Scottsdale,AZ,85258,4808994077,"https://www.google.com/maps/place/Arizona+Schwartz+Group,+PC/data=!4m7!3m6!1s0x872b00e865d2bd33:0xfb530fe34dea8284!8m2!3d33.57797!4d-111.879076!16s%2Fg%2F1tj80fkk!19sChIJM73SZegAK4cRhILqTeMPU_s?authuser=0&hl=zh-CN&rclk=1","arizona schwartz group, pc 10165 92nd street scottsdale az 85258 4808994077 mental health behavioral health counseling therapy psychiatry psychology"
T00059,Arkansas Psychiatric Clinic,Executive Center Court,Little Rock,AR,72211,5014480060,https://www.google.com/maps/place/Arkansas+Psychiatric+Clinic/data=!4m7!3m6!1s0x87d2a6c64935a297:0xd15c442c05568e93!8m2!3d34.7383647!4d-92.405119!16s%2Fg%2F1q5bmr_qk!19sChIJl6I1Scam0ocRk45WBSxEXNE?authuser=0&hl=zh-CN&rclk=1,arkansas psychiatric clinic executive center court little rock ar 72211 5014480060 mental health behavioral health counseling therapy psychiatry psychology
T00060,Ascend Mental Health Center,South Woodruff Avenue,Idaho Falls,ID,83405,2084193002,https://www.google.com/maps/place/Ascend+Mental+Health+Center/data=!4m7!3m6!1s0x53545f3e76836e19:0xc20a4394bc54e036!8m2!3d43.4797194!4d-111.9998132!16s%2Fg%2F11jddmfwsn!19sChIJGW6Ddj5fVFMRNuBUvJRDCsI?authuser=0&hl=zh-CN&rclk=1,ascend mental health center south woodruff avenue idaho falls id 83405 2084193002 mental health behavioral health counseling therapy psychiatry psychology
T00061,Ascension Medical Group St. Vincent - Evansville Women's Behavioral Health,3700 Washington Avenue,Evansville,IN,47750,8124857112,https://www.google.com/maps/place/Ascension+Medical+Group+St.+Vincent+-+Evansville+Women%27s+Behavioral+Health/data=!4m7!3m6!1s0x886e2b659a0ef7b5:0xdc9a8f445aea05ec!8m2!3d37.9644071!4d-87.5041081!16s%2Fg%2F11j0jlnvy_!19sChIJtfcOmmUrbogR7AXqWkSPmtw?authuser=0&hl=zh-CN&rclk=1,ascension medical group st. vincent - evansville women's behavioral health 3700 washington avenue evansville in 47750 8124857112 mental health behavioral health counseling therapy psychiatry psychology
T00062,Ascension Medical Group Via Christi Behavioral Health,South Clifton Avenue,Wichita,KS,67218,3168580550,https://www.google.com/maps/place/Ascension+Medical+Group+Via+Christi+Behavioral+Health/data=!4m7!3m6!1s0x87bae49dab82c455:0xb88069e294798d3e!8m2!3d37.6656548!4d-97.2946471!16s%2Fg%2F11f08p4zmq!19sChIJVcSCq53kuocRPo15lOJpgLg?authuser=0&hl=zh-CN&rclk=1,ascension medical group via christi behavioral health south clifton avenue wichita ks 67218 3168580550 mental health behavioral health counseling therapy psychiatry psychology
T00063,Ascension Mercy Behavioral Health,1325 North Highland Avenue,Aurora,IL,60506,6308592222,https://www.google.com/maps/place/Ascension+Mercy+Behavioral+Health/data=!4m7!3m6!1s0x880ee584bfef89eb:0xda53533cc97ab787!8m2!3d41.7859518!4d-88.3256347!16s%2Fg%2F11fkjd3yvv!19sChIJ64nvv4TlDogRh7d6yTxTU9o?authuser=0&hl=zh-CN&rclk=1,ascension mercy behavioral health 1325 north highland avenue aurora il 60506 6308592222 mental health behavioral health counseling therapy psychiatry psychology
T00064,Ascension St. Francis Hospital - Behavioral Health,3260 South 18th Street,Milwaukee,WI,53215,4143893111,https://www.google.com/maps/place/Ascension+St.+Francis+Hospital+-+Behavioral+Health/data=!4m7!3m6!1s0x880510b4c0c4ebdb:0xc44136016990f4a6!8m2!3d42.9849439!4d-87.9360008!16s%2Fg%2F1xg5t7f3!19sChIJ2-vEwLQQBYgRpvSQaQE2QcQ?authuser=0&hl=zh-CN&rclk=1,ascension st. francis hospital - behavioral health 3260 south 18th street milwaukee wi 53215 4143893111 mental health behavioral health counseling therapy psychiatry psychology
T00065,Ascension Via Christi Behavioral Health Center,3600 East Harry Street,Wichita,KS,67218,3168580333,https://www.google.com/maps/place/Ascension+Via+Christi+Behavioral+Health+Center/data=!4m7!3m6!1s0x87bafc9cc1f04203:0xeebcfe2f068bebbe!8m2!3d37.6661562!4d-97.2930942!16s%2Fg%2F1td2zzv4!19sChIJA0LwwZz8uocRvuuLBi_-vO4?authuser=0&hl=zh-CN&rclk=1,ascension via christi behavioral health center 3600 east harry street wichita ks 67218 3168580333 mental health behavioral health counseling therapy psychiatry psychology
T00066,Ascent Behavioral Health Services,366 Southwest 5th Avenue,Meridian,ID,83642,2088989755,https://www.google.com/maps/place/Ascent+Behavioral+Health+Services/data=!4m7!3m6!1s0x54ae53dc5b45dcd1:0xeff6f311914387ca!8m2!3d43.601158!4d-116.3991229!16s%2Fg%2F1tdj3y9n!19sChIJ0dxFW9xTrlQRyodDkRHz9u8?authuser=0&hl=zh-CN&rclk=1,ascent behavioral health services 366 southwest 5th avenue meridian id 83642 2088989755 mental health behavioral health counseling therapy psychiatry psychology
T00067,Aspen Mental Health,Balboa Drive,Idaho Falls,ID,83405,2084970685,https://www.google.com/maps/place/Aspen+Mental+Health/data=!4m7!3m6!1s0xda6526a0c0172a5:0xf9898dc6f44a998a!8m2!3d43.4813845!4d-111.9974268!16s%2Fg%2F11y3l0lb7b!19sChIJpXIBDGpSpg0RiplK9MaNifk?authuser=0&hl=zh-CN&rclk=1,aspen mental health balboa drive idaho falls id 83405 2084970685 mental health behavioral health counseling therapy psychiatry psychology
T00068,"Aspire Mental Health Counseling, PLLC",175 West Main Avenue,Bismarck,ND,58501,7013535560,"https://www.google.com/maps/place/Aspire+Mental+Health+Counseling,+PLLC/data=!4m7!3m6!1s0x52d78393c571c0df:0xc6fbd0849cdde752!8m2!3d46.8051675!4d-100.7917865!16s%2Fg%2F11vl7p85rz!19sChIJ38BxxZOD11IRUufdnITQ-8Y?authuser=0&hl=zh-CN&rclk=1","aspire mental health counseling, pllc 175 west main avenue bismarck nd 58501 7013535560 mental health behavioral health counseling therapy psychiatry psychology"
T00069,Associated Clinic of Psychology - Minneapolis Clinic,4015 County Road 25,Saint Louis Park,MN,55416,6129256033,https://www.google.com/maps/place/Associated+Clinic+of+Psychology+-+Minneapolis+Clinic/data=!4m7!3m6!1s0x87f62760979c74ef:0x60d5acbb59425769!8m2!3d44.9475623!4d-93.3311935!16s%2Fg%2F1tfccr23!19sChIJ73Scl2An9ocRaVdCWbus1WA?authuser=0&hl=zh-CN&rclk=1,associated clinic of psychology - minneapolis clinic 4015 county road 25 saint louis park mn 55416 6129256033 mental health behavioral health counseling therapy psychiatry psychology
T00070,At-Peace Integrative Mental Health Clinic,1288 Main Avenue,Fargo,ND,58103,7016603006,https://www.google.com/maps/place/At-Peace+Integrative+Mental+Health+Clinic/data=!4m7!3m6!1s0x47e5481b0e2fe957:0x5376252549a35d0c!8m2!3d46.8748058!4d-96.7980157!16s%2Fg%2F11tfgxnsrh!19sChIJV-kvDhtI5UcRDF2jSSUldlM?authuser=0&hl=zh-CN&rclk=1,at-peace integrative mental health clinic 1288 main avenue fargo nd 58103 7016603006 mental health behavioral health counseling therapy psychiatry psychology
T00071,Athena Care Knoxville,Pellissippi Parkway,Knoxville,TN,37607,8658301220,https://www.google.com/maps/place/Athena+Care+Knoxville/data=!4m7!3m6!1s0x885c2f7b1e1885a9:0x9296e743dd946394!8m2!3d35.9218027!4d-84.1275884!16s%2Fg%2F11kbymj7ln!19sChIJqYUYHnsvXIgRlGOU3UPnlpI?authuser=0&hl=zh-CN&rclk=1,athena care knoxville pellissippi parkway knoxville tn 37607 8658301220 mental health behavioral health counseling therapy psychiatry psychology
T00072,Athena Care Memphis,8011 Centerview Parkway,Memphis,TN,38018,9014505131,https://www.google.com/maps/place/Athena+Care+Memphis/data=!4m7!3m6!1s0x887f9d80a27a6e95:0x72c5227dd197d871!8m2!3d35.1286695!4d-89.7954332!16s%2Fg%2F11tp4kd3fr!19sChIJlW56ooCdf4gRcdiX0X0ixXI?authuser=0&hl=zh-CN&rclk=1,athena care memphis 8011 centerview parkway memphis tn 38018 9014505131 mental health behavioral health counseling therapy psychiatry psychology
T00073,Athena Care Nashville,220 Athens Way,Nashville,TN,37228,6153201155,https://www.google.com/maps/place/Athena+Care+Nashville/data=!4m7!3m6!1s0x886466936c5ddd79:0x269f0f35fb9be9a6!8m2!3d36.1944883!4d-86.7997831!16s%2Fg%2F1wyc51r8!19sChIJed1dbJNmZIgRpumb-zUPnyY?authuser=0&hl=zh-CN&rclk=1,athena care nashville 220 athens way nashville tn 37228 6153201155 mental health behavioral health counseling therapy psychiatry psychology
T00074,Atlanta Center for Mental Health,277 Medical Way,Riverdale,GA,30274,4049051054,https://www.google.com/maps/place/Atlanta+Center+for+Mental+Health/data=!4m7!3m6!1s0x88f4fb7fab955555:0x71c22d360fa708c4!8m2!3d33.5780305!4d-84.3986005!16s%2Fg%2F11q2y_rwr0!19sChIJVVWVq3_79IgRxAinDzYtwnE?authuser=0&hl=zh-CN&rclk=1,atlanta center for mental health 277 medical way riverdale ga 30274 4049051054 mental health behavioral health counseling therapy psychiatry psychology
T00075,Atrium Health Behavioral Health,501 Billingsley Road,Charlotte,NC,28274,7044442400,https://www.google.com/maps/place/Atrium+Health+Behavioral+Health/data=!4m7!3m6!1s0x885420736fc43f5d:0x207c88abcad72f05!8m2!3d35.19211!4d-80.8041242!16s%2Fg%2F12603kc1q!19sChIJXT_Eb3MgVIgRBS_XyquIfCA?authuser=0&hl=zh-CN&rclk=1,atrium health behavioral health 501 billingsley road charlotte nc 28274 7044442400 mental health behavioral health counseling therapy psychiatry psychology
T00076,Augusta Counseling Professionals,Pleasant Home Road,Augusta,GA,30907,7068330780,https://www.google.com/maps/place/Augusta+Counseling+Professionals/data=!4m7!3m6!1s0x88f9d5b9fc64cd67:0x396aa06295a759a9!8m2!3d33.5004035!4d-82.0811659!16s%2Fg%2F11hdx198p7!19sChIJZ81k_LnV-YgRqVmnlWKgajk?authuser=0&hl=zh-CN&rclk=1,augusta counseling professionals pleasant home road augusta ga 30907 7068330780 mental health behavioral health counseling therapy psychiatry psychology
T00077,Aurora Behavioral Health Center,6980 North Port Washington Road,Glendale,WI,53217,2628292445,https://www.google.com/maps/place/Aurora+Behavioral+Health+Center/data=!4m7!3m6!1s0x88051f71e227a2c1:0xc3a424c1d1b6abd5!8m2!3d43.1435496!4d-87.9122687!16s%2Fg%2F11hfvmq4p7!19sChIJwaIn4nEfBYgR1au20cEkpMM?authuser=0&hl=zh-CN&rclk=1,aurora behavioral health center 6980 north port washington road glendale wi 53217 2628292445 mental health behavioral health counseling therapy psychiatry psychology
T00078,Aurora Behavioral Health Center,Hubble Drive,Green Bay,WI,54311,9202781294,https://www.google.com/maps/place/Aurora+Behavioral+Health+Center/data=!4m7!3m6!1s0x8802e5aa20ab31ab:0x7c503e747a33da37!8m2!3d44.4779548!4d-87.9406799!16s%2Fg%2F11fjww9jvz!19sChIJqzGrIKrlAogRN9ozenQ-UHw?authuser=0&hl=zh-CN&rclk=1,aurora behavioral health center hubble drive green bay wi 54311 9202781294 mental health behavioral health counseling therapy psychiatry psychology
T00079,"Aurora Counseling, LLC",Airport Way Frontage Road,Fairbanks,AK,99707,9077997500,"https://www.google.com/maps/place/Aurora+Counseling,+LLC/data=!4m7!3m6!1s0x51325b27ae07083f:0x161d600d6795afef!8m2!3d64.8356985!4d-147.7566155!16s%2Fg%2F11tn6lq0zc!19sChIJPwgHridbMlER76-VZw1gHRY?authuser=0&hl=zh-CN&rclk=1","aurora counseling, llc airport way frontage road fairbanks ak 99707 9077997500 mental health behavioral health counseling therapy psychiatry psychology"
T00080,Aurora Mental Health & Recovery - Alameda Center,10782 East Alameda Avenue,Aurora,CO,80012,3036172300,https://www.google.com/maps/place/Aurora+Mental+Health+%26+Recovery+-+Alameda+Center/data=!4m7!3m6!1s0x876c7d26cbac086d:0xf2d242b5768adb9c!8m2!3d39.7105561!4d-104.8630006!16s%2Fg%2F1tdh8ym9!19sChIJbQisyyZ9bIcRnNuKdrVC0vI?authuser=0&hl=zh-CN&rclk=1,aurora mental health & recovery - alameda center 10782 east alameda avenue aurora co 80012 3036172300 mental health behavioral health counseling therapy psychiatry psychology
T00081,Aurora Mental Health & Recovery - Alton St. Center,1537 Alton Street,Aurora,CO,80010,3039232920,https://www.google.com/maps/place/Aurora+Mental+Health+%26+Recovery+-+Alton+St.+Center/data=!4m7!3m6!1s0x876c7d206a3f18c1:0xee04cf6052080119!8m2!3d39.7412874!4d-104.8824562!16s%2Fg%2F11qh5dk1nz!19sChIJwRg_aiB9bIcRGQEIUmDPBO4?authuser=0&hl=zh-CN&rclk=1,aurora mental health & recovery - alton st. center 1537 alton street aurora co 80010 3039232920 mental health behavioral health counseling therapy psychiatry psychology
T00082,Aurora Mental Health & Recovery - Stith Center & Intensive Services Medical,791 Chambers Road,Aurora,CO,80011,3036172300,https://www.google.com/maps/place/Aurora+Mental+Health+%26+Recovery+-+Stith+Center+%26+Intensive+Services+Medical/data=!4m7!3m6!1s0x876c630dedc2ccf1:0x85506f6aa639b320!8m2!3d39.7275129!4d-104.8109703!16s%2Fg%2F1td3m250!19sChIJ8czC7Q1jbIcRILM5pmpvUIU?authuser=0&hl=zh-CN&rclk=1,aurora mental health & recovery - stith center & intensive services medical 791 chambers road aurora co 80011 3036172300 mental health behavioral health counseling therapy psychiatry psychology
T00083,Austin Area Mental Health,3205 South 1st Street,Austin,TX,78704,5124423366,https://www.google.com/maps/place/Austin+Area+Mental+Health/data=!4m7!3m6!1s0x8644b4c1bd6df73b:0x37efbc8cebbdadc6!8m2!3d30.2327532!4d-97.7651958!16s%2Fg%2F1td5gh_z!19sChIJO_dtvcG0RIYRxq2964y87zc?authuser=0&hl=zh-CN&rclk=1,austin area mental health 3205 south 1st street austin tx 78704 5124423366 mental health behavioral health counseling therapy psychiatry psychology
T00084,Austin Mind and Behavioral Health,11673 Jollyville Road,Austin,TX,78759,5125790304,https://www.google.com/maps/place/Austin+Mind+and+Behavioral+Health/data=!4m7!3m6!1s0x8644cd53b049461d:0xe0ac30eb410e1e0!8m2!3d30.4187214!4d-97.7504367!16s%2Fg%2F11fmrql0r7!19sChIJHUZJsFPNRIYR4OEQtA7DCg4?authuser=0&hl=zh-CN&rclk=1,austin mind and behavioral health 11673 jollyville road austin tx 78759 5125790304 mental health behavioral health counseling therapy psychiatry psychology
T00085,Autumn Leaves Psychiatry,Woodking Drive,Idaho Falls,ID,83404,2088210357,https://www.google.com/maps/place/Autumn+Leaves+Psychiatry/data=!4m7!3m6!1s0x53545f3b8487a62b:0x203e01e6c6b58c7f!8m2!3d43.4644071!4d-111.9848396!16s%2Fg%2F11rghpk4bc!19sChIJK6aHhDtfVFMRf4y1xuYBPiA?authuser=0&hl=zh-CN&rclk=1,autumn leaves psychiatry woodking drive idaho falls id 83404 2088210357 mental health behavioral health counseling therapy psychiatry psychology
T00086,Avera Behavioral Health Hospital,4500 West 69th Street,Sioux Falls,SD,57108,6053224005,https://www.google.com/maps/place/Avera+Behavioral+Health+Hospital/data=!4m7!3m6!1s0x878ec9bc596c86dd:0xe38b21ab49e56d7d!8m2!3d43.4911183!4d-96.7786143!16s%2Fg%2F1tflmycf!19sChIJ3YZsWbzJjocRfW3lSashi-M?authuser=0&hl=zh-CN&rclk=1,avera behavioral health hospital 4500 west 69th street sioux falls sd 57108 6053224005 mental health behavioral health counseling therapy psychiatry psychology
T00087,Avera Medical Group Behavioral Health — W 69th St,4500 West 69th Street,Sioux Falls,SD,57108,6053225700,https://www.google.com/maps/place/Avera+Medical+Group+Behavioral+Health+%E2%80%94+W+69th+St/data=!4m7!3m6!1s0x878ec9bc596c86dd:0x14f078de4fa1279b!8m2!3d43.4910951!4d-96.7785642!16s%2Fg%2F1vc829hd!19sChIJ3YZsWbzJjocRmyehT9548BQ?authuser=0&hl=zh-CN&rclk=1,avera medical group behavioral health — w 69th st 4500 west 69th street sioux falls sd 57108 6053225700 mental health behavioral health counseling therapy psychiatry psychology
T00088,Avera Professional Plaza,2470 South Cliff Avenue,Sioux Falls,SD,57105,6053224079,https://www.google.com/maps/place/Avera+Professional+Plaza/data=!4m7!3m6!1s0x878eb5d3f474e19b:0x5b2a4679ea2b45c9!8m2!3d43.5225859!4d-96.7108005!16s%2Fg%2F11gg681w29!19sChIJm-F09NO1jocRyUUr6nlGKls?authuser=0&hl=zh-CN&rclk=1,avera professional plaza 2470 south cliff avenue sioux falls sd 57105 6053224079 mental health behavioral health counseling therapy psychiatry psychology
T00089,Avera Therapy – Pierre – Wells Avenue,1101 East Wells Avenue,Pierre,SD,57501,6052243162,https://www.google.com/maps/place/Avera+Therapy+%E2%80%93+Pierre+%E2%80%93+Wells+Avenue/data=!4m7!3m6!1s0x8780134a30325331:0x56864f6a2a9d7955!8m2!3d44.3609149!4d-100.3355501!16s%2Fg%2F11h6slnxg0!19sChIJMVMyMEoTgIcRVXmdKmpPhlY?authuser=0&hl=zh-CN&rclk=1,avera therapy – pierre – wells avenue 1101 east wells avenue pierre sd 57501 6052243162 mental health behavioral health counseling therapy psychiatry psychology
T00090,"Avera Therapy — E Sioux Ave, Pierre",801 East Sioux Avenue,Pierre,SD,57501,6052243162,"https://www.google.com/maps/place/Avera+Therapy+%E2%80%94+E+Sioux+Ave,+Pierre/data=!4m7!3m6!1s0x878013e004a5ac27:0x723df624c6cb2553!8m2!3d44.3604087!4d-100.3416322!16s%2Fg%2F11xgrf9vz5!19sChIJJ6ylBOATgIcRUyXLxiT2PXI?authuser=0&hl=zh-CN&rclk=1","avera therapy — e sioux ave, pierre 801 east sioux avenue pierre sd 57501 6052243162 mental health behavioral health counseling therapy psychiatry psychology"
T00091,Awakenings Counseling Center,1008 Old Virginia Beach Road,Virginia Beach,VA,23451,7574222118,https://www.google.com/maps/place/Awakenings+Counseling+Center/data=!4m7!3m6!1s0x89baebd553da98fd:0xf60dfe9612a307a7!8m2!3d36.8482563!4d-75.9933357!16s%2Fg%2F11c3v6zmg0!19sChIJ_ZjaU9XruokRpwejEpb-DfY?authuser=0&hl=zh-CN&rclk=1,awakenings counseling center 1008 old virginia beach road virginia beach va 23451 7574222118 mental health behavioral health counseling therapy psychiatry psychology
T00092,Aware Inc,North Last Chance Gulch Street,Helena,MT,59601,4064493120,https://www.google.com/maps/place/Aware+Inc/data=!4m7!3m6!1s0x5343551c2f1147b3:0x12394434982e5e50!8m2!3d46.5900043!4d-112.037349!16s%2Fg%2F1tcvhrnv!19sChIJs0cRLxxVQ1MRUF4umDREORI?authuser=0&hl=zh-CN&rclk=1,aware inc north last chance gulch street helena mt 59601 4064493120 mental health behavioral health counseling therapy psychiatry psychology
T00093,Axis Integrated Mental Health - Aurora - TMS & Ketamine Therapy,1444 South Potomac Street,Aurora,CO,80012,7204007025,https://www.google.com/maps/place/Axis+Integrated+Mental+Health+-+Aurora+-+TMS+%26+Ketamine+Therapy/data=!4m7!3m6!1s0x876c638cc688189d:0x6a42c76962eb82d5!8m2!3d39.6903919!4d-104.8302311!16s%2Fg%2F11jkcg0t0g!19sChIJnRiIxoxjbIcR1YLrYmnHQmo?authuser=0&hl=zh-CN&rclk=1,axis integrated mental health - aurora - tms & ketamine therapy 1444 south potomac street aurora co 80012 7204007025 mental health behavioral health counseling therapy psychiatry psychology
