id,org,street,city,state,zip,context
,,1124078027	516 Delaware Street SE Clinic 1A	Neurosurgery at Univ of MN	Mpls,,MN,55455,1124078027	516 Delaware Street SE Clinic 1A	Neurosurgery at Univ of MN	Mpls	MN	55455	US	6126246666		6126240644
,,,,,,1477503167	1000 Health Center Dr		Mattoon	IL	619384644	US	2172582440		2172582186
,,,,,,"1922058403	807 Childrens Way	""Nemours Childrens Clinic, Jacksonville""	Jacksonville	FL	322078426	US	9046973600		9046973792"
,,,,,,1043261530	1155 N Mayfair Rd	PLANK ROAD CLINIC	Milwaukee	WI	532263462	US	4149555990		4149556282
,,,,,,1770534265	1155 N Mayfair Rd	Plank Road Clinic	Milwaukee	WI	532263421	US	4149555990		4149556282
,,,,,,1992756886	1185 Sweet Home Rd	Amherst University Health Center	Amherst	NY	142261018	US	7166890040		7165682330
,,,,,,1679524409	1155 N Mayfair Rd	PLANK ROAD CLINIC	Milwaukee	WI	532263462	US	4149555990		4149556282
,,,,,,1083665913	1155 N Mayfair Rd	Plank Road Clinic	Milwaukee	WI	532263421	US	4149555990		4149556282
,,,,,,1750332508	1350 S Sunny Slope Rd	Sunnyslope Primary Care Clinic	Brookfield	WI	530057025	US	4148059600		4148059659
,,1043262413	Brevard VA Outpatient Clinic	2900 Veterans Way	Melbourne,,FL,32940,1043262413	Brevard VA Outpatient Clinic	2900 Veterans Way	Melbourne	FL	32940	US	3216373788	2776	3216373648
,,,,,,1356393219	200 Clinic Dr Fl 3		Madisonville	KY	424311661	US	8124777246
,,,,,,1184676975	3601 The Vnderbilt Clinic		Nashville	TN	372322413	US	6153223000
,,,,,,1326092669	1313 Fish Hatchery Rd	Dean Clinic	Madison	WI	537151911	US	6082528000		6082528245
,,,,,,1043264393	289 Ireland Ave	MEDICAL SPECIALTY CLINIC	Fort Knox	KY	401215111	US	5026249167		5026240376
,,,,,,1356395644	2315 E Moreland Blvd	WESTBROOK HEALTH CENTER	Waukesha	WI	531862939	US	2625325700		2625325701
,,1942254404	760 Broadway	Woodhull Medical & Mental Health Center	Brooklyn,,NY,11206,1942254404	760 Broadway	Woodhull Medical & Mental Health Center	Brooklyn	NY	11206	US	7189638000		7186303122
,,,,,,1093760993	1304 Chinook Ln	Spanish Peaks Mental Health Center	Pueblo	CO	810011851	US	7195452746		7195840110
,,1841245008	800 Carter Street	Wilson Health Center	Rochester,,NY,14621,1841245008	800 Carter Street	Wilson Health Center	Rochester	NY	14621	US	5853381400		5853364845
,,1841245008	800 Carter Street	Wilson Health Center	Rochester,,NY,14621,1841245008	800 Carter Street	Wilson Health Center	Rochester	NY	14621	US	5853381400		5853364845
,,,,,,1649226002	7905 Calumet Ave	Hammond Clinic LLC	Munster	IN	463211215	US	2198367214		2199248794
,,,,,,1649226002	7905 Calumet Ave	Hammond Clinic LLC	Munster	IN	463211215	US	2198367214		2199248794
,,,,,,"1821044314	730 Welch Rd	""1st floor, Immunology/Allergy Clinic""	Palo Alto	CA	943041503	US	6507230290		6504978839"
,,,,,,1043267727	1801 6th Avenue	MICA Outpatient Clinic	Troy	NY	121803478	US	5182711122
,,,,,,1841237781	4455 S 108th St	Greenfield Highlands Health Center	Greenfield	WI	532282504	US	4144275310		4144275311
,,1417994039	7905 Calumet Ave	Hammond Clinic LLC	Munster,,IN,46321,1417994039	7905 Calumet Ave	Hammond Clinic LLC	Munster	IN	46321	US	2198365800		2193659037
,,,,,,1093752719	The Emory Clinic	1365 A Clifton Rd NE	Atlanta	GA	303220001	US	4047785329
,,1497792113	Ascension-Plover Clinic	2401 Plover Road	Plover,,WI,54467,1497792113	Ascension-Plover Clinic	2401 Plover Road	Plover	WI	54467	US	7152953800
,,1447297825	Minute Clinic 9586	55 Damonte Ranch Pkwy	Reno,,NV,89521,1447297825	Minute Clinic 9586	55 Damonte Ranch Pkwy	Reno	NV	89521	US	7758529304
,,1093752412	1230 E Main Street	Mankato Clinic Main Street	Mankato,,MN,56001,1093752412	1230 E Main Street	Mankato Clinic Main Street	Mankato	MN	56001	US	5076251811
,,1588602668	University Health Center Ste 4C	4201 St Antoine	Detroit,,MI,48201,1588602668	University Health Center Ste 4C	4201 St Antoine	Detroit	MI	48201	US	3137454525
,,1033158159	Marshfield Clinic Weston Center	3400 Ministry Pkwy	Weston,,WI,54476,1033158159	Marshfield Clinic Weston Center	3400 Ministry Pkwy	Weston	WI	54476	US	7153931000
,,1790724565	3075 Health Center Drive	Level 0	San Diego,,CA,92123,1790724565	3075 Health Center Drive	Level 0	San Diego	CA	92123	US	8589395010		8589395021
,,,,,,1629017108	1000 Health Center Dr		Mattoon	IL	619384644	US	2172582551		2172582256
,,,,,,1659310209	331 Bridge St.	Northville Health Center	Northville	NY	121340389	US	5188634200		5188634787
,,1194765578	12303 DePaul Dr	DePaul Health Center	Bridgeton,,MO,63044,1194765578	12303 DePaul Dr	DePaul Health Center	Bridgeton	MO	63044	US	3143446350
,,,,,,1114967510	7905 Calumet Ave	Franciscan Hammnd Clinic	Munster	IN	463211215	US	2198367214		2199248794
,,,,,,1114967510	7905 Calumet Ave	Franciscan Hammnd Clinic	Munster	IN	463211215	US	2198367214		2199248794
,,,,,,1518907104	56 Franklin St	Credentials Department / Clinic Administration	Waterbury	CT	67061253	US	2037906196
,,,,,,1609816453	1000 Health Center Dr		Mattoon	IL	619384644	US	2172582551		2172582256
,,,,,,1194765768	Dartmouth-Hitchcock Clinic	1 Medical Center Dr	Lebanon	NH	3756	US	6036505000	8380
,,,,,,1952342537	3850 Park Nicollet Blvd	Park Nicollet Clinic St Louis Park	St Louis Park	MN	554162527	US	9529933400		9529933761
,,,,,,1629019096	7905 Calumet Ave	Hammond Clinic LLC	Munster	IN	463211215	US	2198367214		2199248794
,,,,,,1952342925	3260 Sacramento St	Over 60 Health Center	Berkeley	CA	947022739	US	5106016060
,,1871534933	100 Health Center Dr		Bridgewater,,VA,22812,1871534933	100 Health Center Dr		Bridgewater	VA	22812	US	5408282634
,,,,,,1295776961	3601 The Vanderbilt Clinic		Nashville	TN	372322029	US	6153223000
,,,,,,1619919602	88 Clinic Rd		Tate	GA	301772588	US	4049966596
,,,,,,"1144262288	501 W 14th St	""Wilmington Hospital, Second Floor Health Center""	Wilmington	DE	198011013	US	3024284410		3024284078"
,,,,,,1700829546	2410 Sampson Street BLDG 237	Fisher Clinic	Great Lakes	IL	600885230	US	8476883331
,"1568405504 ""275 7th Avenue, 4th Floor"" Union Health Center New",,York,NY,10001,"1568405504	""275 7th Avenue, 4th Floor""	Union Health Center	New York	NY	10001	US	2129242510		2128123800"
,,1821032715	1850 Brighton Henrietta Town Line Rd	Folsom Health Center	Rochester,,NY,14623,1821032715	1850 Brighton Henrietta Town Line Rd	Folsom Health Center	Rochester	NY	14623	US	5854246210		5854241202
,,,,,,"1962446575	3569 Round Barn Cir	""Vista Family Health Center, Office Green""	Santa Rosa	CA	954031757	US	7073033600	494	7073033609"
,,,,,,1184668741	3075 Health Center Drive	Level-O Outpatient Pavillion	San Diego	CA	921232773	US	8589395010
,"1184669350 303 Smith Street ""Clark-Holder Clinic, P.A.""",,LaGrange,GA,30240,"1184669350	303 Smith Street	""Clark-Holder Clinic, P.A.""	LaGrange	GA	30240	US	7068828831		7068124091"
,,,,,,1891731949	Cleveland Clinic Cerebrovascular Ctr	9500 Euclid Ave.	Cleveland	OH	441950001	US	2164456575		2166362061
,,,,,,1942246970	7629 Ky Route 979	Mud Creek Clinic Pharmacy	Grethel	KY	416316304	US	6065872200		8552171130
,,,,,,1861438434	1000 Health Center Dr		Mattoon	IL	619384644	US	2172384960		2172384951
,,,,,,1467498923	1000 Health Center Dr		Mattoon	IL	619384644	US	2172582551		2172582256
,,,,,,1528004975	1809 National Avenue	Logan Heights Family Health Center	San Diego	CA	921132196	US	6195152300		6192342447
,,1881630051	433 Elm St N	Centracare Clinic - Sauk Centre	Sauk Centre,,MN,56378,1881630051	433 Elm St N	Centracare Clinic - Sauk Centre	Sauk Centre	MN	56378	US	3203526591		3203525164
,,1972549152	1520 Whitney Court	Centra Care Clinic Heartland	St Cloud,,MN,56303,1972549152	1520 Whitney Court	Centra Care Clinic Heartland	St Cloud	MN	56303	US	3202511775
,,,,,,1578599338	Castine Community Health Center	102 Court Street	Castine	ME	4421	US	2073268944
,,,,,,1942236708	1917 Clinic		Birmingham	AL	352940001	US	2059341917
,,,,,,1558397331	24411 Health Center Dr Ste 610		Laguna Hills	CA	926533672	US	7149637240
,,,,,,1366478653	160 Clinic Ave		Carrollton	GA	301174451	US	7702142800		7702142803
,,,,,,"1992731368	95 Grasslands Rd	""Behavioral Health Center, Weschester Medical Center""	Valhalla	NY	105951646	US	9144937343"
,,1346277480	Sandwich Medical Clinic	10 Mechanic Str	Sandwich,,IL,60548,1346277480	Sandwich Medical Clinic	10 Mechanic Str	Sandwich	IL	60548	US	8157862173
,,1396772554	945 Goethals Drive	Kadlec Clinic - Associated Physicians for Women	Richland,,WA,99352,1396772554	945 Goethals Drive	Kadlec Clinic - Associated Physicians for Women	Richland	WA	99352	US	5099423627		5099422340
,,,,,,1144257379	4 0 1 W MAIN ST	RAY CLINIC PC	Swainsboro	GA	304013110	US	4782379928		4782374517
,,,,,,1417984329	3601 The Vanderbilt Clinic		Nashville	TN	372325100	US	6153223000		6159366095
,,1205863123	1900 Centra Care Circle	Centra Care Clinic Heartland Family Practice	St Cloud,,MN,56303,1205863123	1900 Centra Care Circle	Centra Care Clinic Heartland Family Practice	St Cloud	MN	56303	US	3202294917
,,,,,,1215965405	2950 Cleveland Clinic Blvd		Weston	FL	333313625	US	9546595000
,,1215965405	9500 Euclid Ave A40	Cleveland Clinic Foundation	Cleveland,,OH,44195,1215965405	9500 Euclid Ave A40	Cleveland Clinic Foundation	Cleveland	OH	44195	US	2164447973		2164453694
,,,,,,1841228947	14999 Health Center Dr Ste 204		Bowie	MD	207161080	US	2402661037		2402069457
,,,,,,1790713121	1000 Health Center Dr		Mattoon	IL	619384644	US	2172582440		2172582186
,,,,,,1043248701	1201 Health Center Pkwy		Yukon	OK	730996381	US	4057176800
,"1902834633 ""516 Delaware Street SE, PWB Second Floor, Clinic 2A"" UMP Transplant & Medicine Specialties",,Minneapolis,MN,55455,"1902834633	""516 Delaware Street SE, PWB Second Floor, Clinic 2A""	UMP Transplant & Medicine Specialties	Minneapolis	MN	55455	US	6128840649"
,,,,,,1235167149	Essentia Health Duluth Clinic	400 East Third Street	Duluth	MN	558051951	US	2187863317
,,,,,,1013946433	1000 Health Center Dr		Mattoon	IL	619384644	US	2172582440		2172582186
,,,,,,1790714079	14 Mill Street	Belknap Family Health Center	Belmont	NH	32204432	US	6032677017		6032677560
,,,,,,1790714079	14 Mill Street	Belknap Family Health Center	Belmont	NH	32204432	US	6032677017		6032677560
,,,,,,1760411052	200 Clinic Dr Fl 6		Madisonville	KY	424311661	US	8124777246		2705548987
,,,,,,1669401816	200 Clinic Dr		Madisonville	KY	424311661	US	2708865163		2708865178
,,,,,,1750310553	1000 Health Center Dr		Mattoon	IL	619384644	US	2172384960		2172384951
,,1063441988	Marshfield Clinic Weston Center	3400 Ministry Pkwy	Weston,,WI,54476,1063441988	Marshfield Clinic Weston Center	3400 Ministry Pkwy	Weston	WI	54476	US	7153931000
,"1700816311 ""516 Delaware Street SE, PWB First Floor, Clinic 1C"" University of Minnesota Physicians",,Minneapolis,MN,55455,"1700816311	""516 Delaware Street SE, PWB First Floor, Clinic 1C""	University of Minnesota Physicians	Minneapolis	MN	55455	US	6126263444"
,,,,,,1003846247	1000 Health Center Dr		Mattoon	IL	619389261	US	2172582225		2172582367
,,,,,,1629008644	875 blake wilbur dr	clinic a	Stanford	CA	943052200	US	6507235418
,,,,,,1053341933	24411 Health Center Dr Ste 610		Laguna Hills	CA	926533672	US	7149637240
,,,,,,1083644033	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546895680
,,,,,,1174553259	1809 National Avenue	Logan Heights Family Health Center	San Diego	CA	921132196	US	6195152300		6192342447
,,,,,,1063443216	1111 Augusta Dr	West Clinic	Houston	TX	770572209	US	7134422400
,,,,,,1326070699	500 Clinic Dr		Hopkinsville	KY	422404991	US	2707073300		2707073334
,,,,,,1942233564	400 S 43rd St	Southlake Clinic Inc PS	Renton	WA	980555714	US	4252515110		4257934717
,,,,,,1508899253	3131 La Canada St Ste 230	Pulmonary Clinic	Las Vegas	NV	891092579	US	7036363000		7026366398
,,,,,,1073546438	1061 Harmon Ave	Ophthalmology Clinic	Fort Stewart	GA	313145604	US	9124356350
,,1821022583	Indio Clinic	47-825 Oasis St	Indio,,CA,92201,1821022583	Indio Clinic	47-825 Oasis St	Indio	CA	92201	US	7608638283
,,,,,,1306870951	3601 The Vanderbilt Clinic		Nashville	TN	372322261	US	6153225000
,,1205860772	UFP Phalen Village Clinic	1414 Maryland Ave East	Saint Paul,,MN,55406,1205860772	UFP Phalen Village Clinic	1414 Maryland Ave East	Saint Paul	MN	55406	US	6517723161		6517722605
,,,,,,1952335671	1000 Health Center Dr		Mattoon	IL	619384644	US	2172384325		2173484290
,,,,,,1932134020	3501 Health Center Blvd Ste 2400		Estero	FL	341358131	US	8777497428		5126283314
,,1568497311	Mercy Health and Physicians clinic Crystal Lake	875 South Route 31	Crystal Lake,,IL,60014,1568497311	Mercy Health and Physicians clinic Crystal Lake	875 South Route 31	Crystal Lake	IL	60014	US	7792205500
,,1295760619	899 Main Street	William E Mosher Health Center	Buffalo,,NY,14203,1295760619	899 Main Street	William E Mosher Health Center	Buffalo	NY	14203	US	7168782700		7165045544
,,,,,,"1093730020	800 Irving Ave	""Women's Health Center, VA Medical Center""	Syracuse	NY	132102716	US	3154254652		3154252608"
,,,,,,1326063470	2401 15th Ave N	Carraway Community Care Clinic	Birmingham	AL	352342840	US	2055024534		2055023075
,,,,,,1639194541	1000 Health Center Dr		Mattoon	IL	619384644	US	2172384960		2172384951
,,,,,,1811922396	Walter Reed Endocrine Clinic	8901 Rockville Pike	Bethesda	MD	208890001	US	7193107001
,,1841215464	Fast Pace Medical Clinic	129 N Locust Avenue	Lawrenceburg,,TN,38464,1841215464	Fast Pace Medical Clinic	129 N Locust Avenue	Lawrenceburg	TN	38464	US	9317627232		9317627234
,,,,,,1760408561	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546895073
,,,,,,1538186309	41 Mall Rd	Lahey Clinic	Burlington	MA	18050001	US	7817445100
,,,,,,1649297102	3601 THE VANDERBILT CLINIC		NASHVILLE	TN	372325100	US	6153223000
,,,,,,1285652701	Vanderbilt Medical Group	3601 The Vanderbilt Clinic	Nashville	TN	372320001	US	6153223000		6159360605
,,,,,,1831117357	3601 The Vanderbilt Clinic		Nashville	TN	372322551	US	6153223000
,,1528086162	THI Outpatient Clinic	1101 Bates Avenue	Houston,,TX,77030,1528086162	THI Outpatient Clinic	1101 Bates Avenue	Houston	TX	77030	US	8323559910		8323559920
,,,,,,1124047782	501 Billingsley Road	Behavioral Health Center CMC Randolph	Charlotte	NC	282111009	US	7043582700		7043582716
,,,,,,1659390938	740 S Limestone St	E-325 KY Clinic	Lexington	KY	405360001	US	8592571259		8592573347
,,,,,,1801816517	1000 Health Center Dr		Mattoon	IL	619384644	US	2172384325		2173484290
,,,,,,1154340263	10030 SW 210th St	Highline Medical Group Vashon Health Center	Vashon	WA	980706584	US	2064633671
,,,,,,1629097506	branch health clinic		capodichino	naples	9622	IT	3126265311
,,1962422030	Arthritis Clinic of Stark County	4160 Holiday St NW	Canton,,OH,44718,1962422030	Arthritis Clinic of Stark County	4160 Holiday St NW	Canton	OH	44718	US	3304924966		3304929344
,,,,,,1376563403	7933 Preston Rd	Be Well Health Center	Plano	TX	750242302	US	9724036000		9724036010
,,,,,,1689695306	1615 Maple Ln Ste 1	Essentia Health Ashland Clinic	Ashland	WI	548063610	US	8156857500
,,1821019969	7 Hawthorne Lane	SBL Sullivan Clinic	Sullivan,,IL,61951,1821019969	7 Hawthorne Lane	SBL Sullivan Clinic	Sullivan	IL	61951	US	2175433444
,,1649292376	2nd Chance Addiction Clinic	1420 North Broadway	Lexington,,KY,40505,1649292376	2nd Chance Addiction Clinic	1420 North Broadway	Lexington	KY	40505	US	8593688820		8593688822
,,,,,,1932121209	24451 Health Center Dr		Laguna Hills	CA	926533689	US	9498374500		9498374621
,,,,,,1770505257	606 24th Ave S Fl 2	University of Minnesota Physicians Dental Clinic	Minneapolis	MN	554541455	US	6126598691		6126598690
,,,,,,1477575876	3601 The Vanderbilt Clinic		Nashville	TN	372326800	US	6153223000
,,1427070564	PureView Health Center	1930 9th Avenue	Helena,,MT,59601,1427070564	PureView Health Center	1930 9th Avenue	Helena	MT	59601	US	4064570000		4065002128
,,,,,,1487677944	60MDG / Pain Clinic	101 Bodin Circle	Travis AFB	CA	945351800	US	7074233216
,,,,,,1811901911	1 Clinic Rd		Grand Canyon	AZ	860230290	US	9286382551
,,,,,,1578577391	1153 Centre Street	Faulkner Hospital Ambulatory Clinic	Jamaica Plain	MA	2130	US	6179837845
,,1730193442	11134 N State Road 77	Duluth Clinic Hayward	Hayward,,WI,54843,1730193442	11134 N State Road 77	Duluth Clinic Hayward	Hayward	WI	54843	US	7156345505
,,,,,,1518972884	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6159362000
,,,,,,"1477567758	""18101 Lorain Avenue, Cleveland Clinic-Fairview Hospital""	Emergency Services	Cleveland	OH	441115612	US	2164767312		9562876109"
,,,,,,1245245943	Hanau Health Clinic	CMR 470	APO	AE	9165	DE	4.90618E+13		4.90618E+13
,,,,,,1649285107	2211 Lomas Blvd NE	UNM GENERAL MEDICINE CLINIC	Albuquerque	NM	871062719	US	5052723839		5052728018
,,,,,,1316952781	24411 Health Center Dr Ste 650		Laguna Hills	CA	926533692	US	9496007228		9496007229
,,,,,,1437165610	3601 The Vanderbilt Clinic		Nashville	TN	372320348	US	6159362000
,,1477569549	760 Broadway	Woodhull Medical & Mental Health Center	Brooklyn,,NY,11206,1477569549	760 Broadway	Woodhull Medical & Mental Health Center	Brooklyn	NY	11206	US	7189638000		7186303122
,,,,,,1588670400	4800 Sand Point Way NE	Seattle Children's Adolescent clinic	Seattle	WA	981053901	US	2068841424		2068847801
,,,,,,1780690586	3601 The Vanderbilt Clinic		Nashville	TN	372323522	US	6159369177
,,,,,,1437166592	300 Pasteur Drive A160	Stanford Medical Specialties - Kidney Clinic	Palo Alto	CA	943041613	US	6507236961
,,,,,,1710995295	1101 Madison St Ste 800	Swedish Pediatric Specialist Clinic	Seattle	WA	981041306	US	2062152700		2062152702
,,,,,,1811905474	Cleveland Clinic Foundation/Kaiser Resource Ctr	9500 Euclid Avenue/M18	Cleveland	OH	441950001	US	2164455555		2164456506
,,,,,,1356359566	1000 Health Center Dr		Mattoon	IL	619384644	US	2172582440		2172582186
,,1851309637	681 Southdale Med. Bldg.	UMP Neurosurgery Clinic	Minneapolis,,MN,55455,1851309637	681 Southdale Med. Bldg.	UMP Neurosurgery Clinic	Minneapolis	MN	55455	US	6128840649
,,1851309637	681 Southdale Med. Bldg.	UMP Neurosurgery Clinic	Minneapolis,,MN,55455,1851309637	681 Southdale Med. Bldg.	UMP Neurosurgery Clinic	Minneapolis	MN	55455	US	6128840649
,,,,,,1790793669	1201 Health Center Pkwy		Yukon	OK	730996381	US	4057176800		4057177964
,,,,,,1538177514	721 Clinic Dr		Tyler	TX	757012043	US	9035356301		9035356330
,,,,,,1952310450	300 Pasteur Dr	Immunology and Rheumatology Clinic	Stanford	CA	943052200	US	6507236961
,,,,,,1881603165	1000 Health Center Dr		Mattoon	IL	619384644	US	2172386247		2172584175
,,,,,,1841209517	3601 The Vanderbilt Clinic		Nashville	TN	372322637	US	6159362000
,,,,,,1679582423	66 Baribeau Dr	Oasis Free Clinic	Brunswick	ME	40113230	US	2077219277		2077291368
,,,,,,1538179817	3601 The Vanderbilt Clinic		Nashville	TN	372326306	US	6153225000
,,,,,,1154331015	Yale Community Health Care Clinic	270 Congress Ave	New Haven	CT	65191403	US	2037649959
,,,,,,1154331015	469 Migeon Ave	Community Health & Wellness Center of Greater Torr.	Torrington	CT	67904643	US	8604890931		8604893325
,,,,,,1992716617	Olin Health Center	East Circle Drive	East Lansing	MI	488241037	US	5178856546		5174329460
,,,,,,1720099286	15001 Health Center Dr		Bowie	MD	207161017	US	3016183131
,,,,,,1982615985	1365 Clifton Rd NE Bldg A	The Emory Clinic - Pulmanory	Atlanta	GA	303221013	US	4047783261
,,,,,,1619988847	Cleveland Clinic 9500 Euclid Ave		Cleveland	OH	441950001	US	8436175428
,,,,,,1700898590	1365 Clifton Rd NE Bldg B	The Emory Clinic Transplant Center - Gastroenterology	Atlanta	GA	303221013	US	4047127731
,,,,,,1700898590	1365 Clifton Rd NE Bldg B	The Emory Clinic Transplant Center - Gastroenterology	Atlanta	GA	303221013	US	4047127731
,,,,,,1760494801	1000 Health Center Dr		Mattoon	IL	619384644	US	2172384325		2173484290
