org,street,city,state,zip,affordable,score
, FAMILY HEALTH CENTER INC 117 W Paterson St Kalamazoo,,MI,49007-2557,True,1
" ""DELAWARE VALLEY COMMUNITY HEALTH, INC.""",1412 Fairmount Ave Philadelphia,"INC."" 1412 Fairmount Ave Philadelphia",PA,19130-2908,True,1
" ""OUTREACH COMMUNITY HEALTH CENTERS, INCORPORATED""",220 W Capitol Dr Milwaukee,"INCORPORATED"" 220 W Capitol Dr Milwaukee",WI,53212-1185,True,1
, SOUTHEAST KANSAS MENTAL HEALTH CENTER 1106 S 9th St Humboldt,,KS,66748-,True,1
, CAMINO HEALTH CENTER 30300 Camino Capistrano San Juan Capistrano,,CA,92675-1304,True,1
, TENSAS COMMUNITY HEALTH CENTER 402 Levee Rd Saint Joseph,,LA,71366-6661,True,1
, COMMUNITY HEALTH CENTER OF RICHMOND INC 439 Port Richmond Ave Staten Island,,NY,10302-1714,True,1
, SIOUXLAND COMMUNITY HEALTH CENTER 1021 Nebraska St Sioux City,,IA,51105-1436,True,1
, EAU CLAIRE COOPERATIVE HEALTH CENTER 169 Laurelhurst Ave Columbia,,SC,29210-3825,True,1
, CARE ALLIANCE HEALTH CENTER 1530 Saint Clair Ave NE Cleveland,,OH,44114-,True,1
" ""COMMUNITY HEALTH CENTER ASSOCIATION OF CONNECTICUT, INC.""",1484 Highland Ave STE 2 STE 1 Cheshire,"INC."" 1484 Highland Ave STE 2 STE 1 Cheshire",CT,06410-1268,True,1
, COMMUNITY HEALTH CENTERS OF OKLAHOMA 12716 NE 36th St Spencer,,OK,73084-9167,True,1
" ""Southwest Utah Community Health Center, Inc.""",2276 E Riverside Dr Saint George,"Inc."" 2276 E Riverside Dr Saint George",UT,84790-2636,True,1
" ""MONONGAHELA VALLEY ASSOCIATION OF HEALTH CENTERS, INC""",1322 Locust Ave Fairmont,"INC"" 1322 Locust Ave Fairmont",WV,26554-1436,True,1
, HEARTLAND HEALTH CENTER INC 2116 W Faidley Ave STE 2100 Grand Island,,NE,68803-4602,True,1
, STERLING AREA HEALTH CENTER 725 E State St Sterling,,MI,48659-9548,True,1
" ""COMMUNITY HEALTH CENTER OF BUFFALO, INC""",34 Benwood Ave Buffalo,"INC"" 34 Benwood Ave Buffalo",NY,14214-1761,True,1
" ""COMMUNITY HEALTH AND SOCIAL SERVICES CENTER, INC""",5635 W Fort St Detroit,"INC"" 5635 W Fort St Detroit",MI,48209-3185,True,1
, NORTH SIDE CHRISTIAN HEALTH CENTER 816 Middle St Pittsburgh,,PA,15212-4915,True,1
" ""AARON E. HENRY COMMUNITY HEALTH SERVICES CENTER, INC""",510 Highway 322 Clarksdale,"INC"" 510 Highway 322 Clarksdale",MS,38614-4717,True,1
" ""TRI COUNTY COMMUNITY HEALTH COUNCIL, INC""",6114 US Highway 301 S Four Oaks,"INC"" 6114 US Highway 301 S Four Oaks",NC,27524-7417,True,1
, WINTON HILLS MED & HEALTH CENTER 5275 Winneste Ave Cincinnati,,OH,45232-1130,True,1
, BOULDER COMMUNITY HEALTH 4747 Arapahoe Ave Boulder,,CO,80303-1131,True,1
" ""MIDTOWN COMMUNITY HEALTH CENTER, INC""",2240 Adams Ave Ogden,"INC"" 2240 Adams Ave Ogden",UT,84401,True,1
" ""KONZA PRAIRIE COMMUNITY HEALTH CENTER, INC.""",361 Grant Ave Junction City,"INC."" 361 Grant Ave Junction City",KS,66441-4201,True,1
, HAMILTON HEALTH CENTER INC 110 S 17th St Harrisburg,,PA,17104-1123,True,1
, CENTRAL TEXAS COMMUNITY HEALTH CENTERS 2115 Kramer Ln Austin,,TX,78758-4195,True,1
" ""KEDREN COMMUNITY HEALTH CENTER, INC.""",4211 Avalon Blvd Los Angeles,"INC."" 4211 Avalon Blvd Los Angeles",CA,90011-5622,True,1
, MOSES LAKE COMMUNITY HEALTH CENTER 605 S Coolidge St Moses Lake,,WA,98837-1873,True,1
, COMMUNITY HEALTH CENTERS OF THE CENTRAL COAST INC 150 Tejas Pl Nipomo,,CA,93444-9123,True,1
, ST. JUDE NEIGHBORHOOD HEALTH CENTERS 731 S Highland Ave Fullerton,,CA,92832-2753,True,1
" ""THE OSBORN FAMILY HEALTH CENTER, INC.""",1601 Haddon Ave Camden,"INC."" 1601 Haddon Ave Camden",NJ,08103-3109,True,1
, ST. JOHN'S COMMUNITY HEALTH 808 West 58Th Street Los Angeles,,CA,90037-3632,True,1
" ""GREATER SIOUX COMMUNITY HEALTH CENTER, INC.""",33 4th St NW Sioux Center,"INC."" 33 4th St NW Sioux Center",IA,51250-1870,True,1
, BARTZ-ALTADONNA COMMUNITY HEALTH CENTER 43322 Gingham Ave Lancaster,,CA,93535-4576,True,1
, DAVID RAINES COMMUNITY HEALTH CENTER INC 3041 Dr Martin Luther King Dr Shreveport,,LA,71107-4705,True,1
, MOROVIS COMMUNITY HEALTH CENTER INC 2 Calle Patron Morovis,,PR,00687-3021,True,1
" ""Gateway Community Health Centers, Inc.""",501 Main Street Gatesville,"Inc."" 501 Main Street Gatesville",NC,27938-9424,True,1
, PENOBSCOT COMMUNITY HEALTH CENTER 103 Maine Ave Bangor,,ME,04401-4330,True,1
" ""CENTRAL CITY COMMUNITY HEALTH CENTER, INC""", Saturn St Monterey Park,"INC"" Saturn St Monterey Park",CA,91755-7415,True,1
, LEGACY COMMUNITY HEALTH SERVICES INC 1415 California St Houston,,TX,77006-2602,True,1
" BUTLER COUNTY COMMUNITY HEALTH CONSORTIUM ""300 High St, Floor 4""",,Hamilton,OH,45011-6078,True,1
" ""WILLIAM F. RYAN COMMUNITY HEALTH CENTER, INC""",110 W 97th St New York,"INC"" 110 W 97th St New York",NY,10025-6450,True,1
" ""QUALITY COMMUNITY HEALTH CARE, INC.""",2501 W Lehigh Ave Philadelphia,"INC."" 2501 W Lehigh Ave Philadelphia",PA,19132-3207,True,1
, SOUTHWEST COMMUNITY HEALTH CENTER INC 46 Albion St Bridgeport,,CT,06605-2602,True,1
" ""CHARLES B. WANG COMMUNITY HEALTH CENTER, INC.""",268 Canal St New York,"INC."" 268 Canal St New York",NY,10013-3599,True,1
" ""TAMPA FAMILY HEALTH CENTERS, INC.""",302 W Fletcher Ave Tampa,"INC."" 302 W Fletcher Ave Tampa",FL,33612-3415,True,1
" ""MATTHEW WALKER COMPREHENSIVE HEALTH CENTER, INC.""",1035 14Th Ave N Nashville,"INC."" 1035 14Th Ave N Nashville",TN,37208-3050,True,1
" ""COMMUNITY HEALTH OF SOUTH FLORIDA, INC.""",10300 SW 216th St Cutler Bay,"INC."" 10300 SW 216th St Cutler Bay",FL,33190-1003,True,1
, HARRINGTON FAMILY HEALTH CENTER 50 E Main St Harrington,,ME,04643-3043,True,1
" BIGHORN VALLEY HEALTH CENTER INC ""10 4th St W, Apartment B""",,Hardin,MT,59034-1804,True,1
, MUSKINGUM VALLEY HEALTH CENTERS 859 N Main St Malta,,OH,43758-9007,True,1
" ""COMMUNITY HEALTH CENTERS OF THE RUTLAND REGION, INC.""",275 Vt Route 30 N Bomoseen,"INC."" 275 Vt Route 30 N Bomoseen",VT,05732-9647,True,1
, HILL COUNTRY COMMUNITY CLINIC 29632 CA-299 E Bella Vista,,CA,96008,True,1
, CAROLINA HEALTH CENTERS INC 313 Main St Greenwood,,SC,29646-2757,True,1
, EL DORADO COUNTY COMMUNITY HEALTH CENTER 4212 Missouri Flat Rd Placerville,,CA,95667-6269,True,1
" ""GREATER LAWRENCE FAMILY HEALTH CENTER, INC""",1 Griffin Brook Drive Methuen,"INC"" 1 Griffin Brook Drive Methuen",MA,01844-1865,True,1
, SAN DIEGO AMERICAN INDIAN HEALTH CENTER 2630 1st Ave San Diego,,CA,92103-6599,True,1
, TRI-CITIES COMMUNITY HEALTH 800 W Court St Pasco,,WA,99301-4175,True,1
, EASTERN IOWA HEALTH CENTER 1201 3rd Ave Se Cedar Rapids,,IA,52403-4009,True,1
" ""PORTSMOUTH COMMUNITY HEALTH CENTER, INC.""",1541 High St Portsmouth,"INC."" 1541 High St Portsmouth",VA,23704-3209,True,1
, LINCOLN COMMUNITY HEALTH CENTER INCORPORATED 1301 Fayetteville Street Durham,,NC,27707-2398,True,1
, UPPER GREAT LAKES FAMILY HEALTH CENTER 135 M-35 Gwinn,,MI,49841-9160,True,1
" ""GENESIS COMMUNITY HEALTH, INC."" ""639 E Ocean Ave, Ste 409"" Boynton",,Beach,FL,33435-5017,True,1
" ""CHARTER OAK HEALTH CENTER, INC.""",21 Grand St Hartford,"INC."" 21 Grand St Hartford",CT,06106-1541,True,1
" ""HEART CITY HEALTH CENTER, INC.""",236 Simpson Ave Elkhart,"INC."" 236 Simpson Ave Elkhart",IN,46516-4666,True,1
, COMMUNITY HEALTH ACCESS NETWORK 14 Manchester Sq STE 235 Portsmouth,,NH,03801-7866,True,1
, COMMUNITY HEALTH CENTER OF FRANKLIN COUNTY INC 102 Main Street Greenfield,,MA,01301-3275,True,1
, HARVARD STREET NEIGHBORHOOD HEALTH CENTER INC 632 Blue Hill Ave Dorchester,,MA,02121-3213,True,1
, KENTUCKY HEALTH CENTER NETWORK INCORPORATED 3650 Aarons Run Rd Mount Sterling,,KY,40353-9401,True,1
" ""OAK ORCHARD COMMUNITY HEALTH CENTER, INC.""",300 West Ave Brockport,"INC."" 300 West Ave Brockport",NY,14420-1118,True,1
, MYCARE HEALTH CENTER 6800 E 10 Mile Rd Center Line,,MI,48015,True,1
, DETROIT COMMUNITY HEALTH CONNECTION 13901 E Jefferson Ave Detroit,,MI,48215-2720,True,1
, FAMILY HEALTH CENTERS 716 1st Ave S Okanogan,,WA,98840-9679,True,1
, PARK DUVALLE COMMUNITY HEALTH CENTER INC 3015 Wilson Ave Louisville,,KY,40211-,True,1
" ""G.A. CARMICHAEL FAMILY HEALTH CENTER, INC""",1668 W Peace St Canton,"INC"" 1668 W Peace St Canton",MS,39046-5332,True,1
" ""BOSTON MOUNTAIN RURAL HEALTH CENTER, INC""",2265 Highway 65 N Marshall,"INC"" 2265 Highway 65 N Marshall",AR,72650-7660,True,1
" ""PENINSULA INSTITUTE FOR COMMUNITY HEALTH, INC""",4714 Marshall Ave Newport News,"INC"" 4714 Marshall Ave Newport News",VA,23607-2299,True,1
" ""FAIR HAVEN COMMUNITY HEALTH CLINIC, INC.""",374 Grand Ave New Haven,"INC."" 374 Grand Ave New Haven",CT,06513-3733,True,1
, COMMUNITY HEALTH IMPROVEMENT CENTER 320 E Central Ave Decatur,,IL,62521-4665,True,1
, DIRNE COMMUNITY HEALTH CENTER 1090 W Park Pl Coeur D Alene,,ID,83814-2785,True,1
, HARBOR COMMUNITY CLINIC 593 W 6th St San Pedro,,CA,90731-2521,True,1
, FAMILY HEALTH CENTER INC 3310 Magnolia St Orangeburg,,SC,29115-1468,True,1
" ""THE COMMUNITY CLINIC, INC.""",8665 Georgia Ave Silver Spring,"INC."" 8665 Georgia Ave Silver Spring",MD,20910-3405,True,1
, RIGGS COMMUNITY HEALTH CENTER INC 1716 Hartford St Lafayette,,IN,47904-2173,True,1
" ""Access Community Health Centers, Inc."" ""2901 W Beltline Hwy, Ste 120""",,Madison,WI,53713-4231,True,1
" MOSAIC COMMUNITY HEALTH ""375 NW Beaver St, Ste 101""",,Prineville,OR,97754-1802,True,1
" ""Mid-Atlantic Association of Community Health Centers, Inc."" ""170 Jennifer Rd, #325""",,Annapolis,MD,21401-3064,True,1
, WHITTIER STREET HEALTH CENTER 1290 Tremont Street Roxbury Crossing,,MA,02120-3432,True,1
, HEARTLAND COMMUNITY HEALTH CLINIC INC 2214 N University St Peoria,,IL,61604-3168,True,1
" MARIN COMMUNITY CLINIC ""9 Commercial Blvd, Ste 100""",,Novato,CA,94949-6137,True,1
, CAPITOL CITY FAMILY HEALTH CENTER INCORPORATED 3140 Florida St Baton Rouge,,LA,70806-3757,True,1
" ""COMMUNITY HEALTH CENTER OF FORT DODGE, INC.""",126 N 10th St Fort Dodge,"INC."" 126 N 10th St Fort Dodge",IA,50501-3915,True,1
, SYRACUSE COMMUNITY HEALTH CENTER INC 819 S Salina St Syracuse,,NY,13202-3570,True,1
, AMADOR HEALTH CENTER INC 999 W Amador Ave Las Cruces,,NM,88005-2739,True,1
" ""Community Health Centers Of Pinellas, Inc.""",14100 58th St N Clearwater,"Inc."" 14100 58th St N Clearwater",FL,33760-3758,True,1
" VALLEY PROFESSIONALS COMMUNITY HEALTH CENTER INC ""777 S Main St, Ste 100""",,Clinton,IN,47842-2493,True,1
, TRI-AREA COMMUNITY HEALTH 14558 Danville Pike Laurel Fork,,VA,24352-3982,True,1
, THUNDER BAY COMMUNITY HEALTH SERVICE INC 15774 State St Hillman,,MI,49746-7961,True,1
, HIGH PLAINS COMMUNITY HEALTH CENTER 201 Kendall Dr Lamar,,CO,81052-3939,True,1
, FAMILY HEALTH CENTER 117 S 11th Ave Laurel,,MS,39440-4312,True,1
" ""WABASH VALLEY HEALTH CENTER, INC.""",1436 Locust St Terre Haute,"INC."" 1436 Locust St Terre Haute",IN,47807-1698,True,1
" ""La Red Health Center, Inc.""",21444 Carmean Way Georgetown,"Inc."" 21444 Carmean Way Georgetown",DE,19947-4572,True,1
, COMMUNITY HEALTH NET 1202 State St Erie,,PA,16501-,True,1
, OHIO ASSOCIATION OF COMMUNITY HEALTH CENTERS INC 2109 Stella Ct Columbus,,OH,43215-1032,True,1
" ""WEST COUNTY HEALTH CENTERS, INC""",16312 3rd St Guerneville,"INC"" 16312 3rd St Guerneville",CA,95446,True,1
" ""AGAPE COMMUNITY HEALTH CENTER, INC.""",120 King St Jacksonville,"INC."" 120 King St Jacksonville",FL,32204-2410,True,1
" ""AMISTAD COMMUNITY HEALTH CENTER, INCORPORATED""",1533 S Brownlee Blvd Corpus Christi,"INCORPORATED"" 1533 S Brownlee Blvd Corpus Christi",TX,78404-3131,True,1
" ""LAKESHORE COMMUNITY HEALTH CARE, INC.""",1721 Saemann Ave Sheboygan,"INC."" 1721 Saemann Ave Sheboygan",WI,53081-2342,True,1
, COMMUNITY HEALTH INSTITUTE 2634 N 40th St Springdale,,AR,72762-1596,True,1
" MOUNTAIN PARK HEALTH CENTER ""3003 N Central Ave, Suite 1600""",,Phoenix,AZ,85012-2908,True,1
" ""MOUNTAIN COMMUNITY HEALTH PARTNERSHIP, INCORPORATED""",86 North Mitchell Avenue Bakersville,"INCORPORATED"" 86 North Mitchell Avenue Bakersville",NC,28705-6502,True,1
, PATERSON COMMUNITY HEALTH CENTER INC. 32 Clinton St Paterson,,NJ,07522-1775,True,1
, GERALD L IGNACE INDIAN HEALTH CENTER INC 930 W Historic Mitchell St Milwaukee,,WI,53204-3578,True,1
, WEST HAWAII COMMUNITY HEALTH CENTER INC 75-5751 Kuakini Hwy Kailua Kona,,HI,96740-1735,True,1
" ""COLUMBUS NEIGHBORHOOD HEALTH CENTER, INC."" ""2780 Airport Dr, Ste 100""",,Columbus,OH,43219-2289,True,1
, FREE CLINIC OF NEW RIVER VALLEY INC 215 Roanoke St Christiansburg,,VA,24073-3025,True,1
, NEHALEM BAY HEALTH CENTER AND PHARMACY 230 Rowe Rd Wheeler,,OR,97147-0035,True,1
" ""BLUE RIDGE COMMUNITY HEALTH SERVICES, INC.""",2579 Chimney Rock Road Hendersonville,"INC."" 2579 Chimney Rock Road Hendersonville",NC,28792-9181,True,1
, HIGH COUNTRY COMMUNITY HEALTH 935 State Farm Rd Boone,,NC,28607-4948,True,1
, Bedford Stuyvesant Family Health Center Inc 1456 Fulton St Brooklyn,,NY,11216-2505,True,1
" ""Finger Lakes Community Health, Inc""",14 Maiden Ln Penn Yan,"Inc"" 14 Maiden Ln Penn Yan",NY,14527-1208,True,1
, EAST TEXAS COMMUNITY HEALTH SERVICES INC 1401 S University Dr Nacogdoches,,TX,75961-6488,True,1
, DIMOCK COMMUNITY HEALTH CENTER 55 Dimock Street Roxbury,,MA,02119-1029,True,1
, INNIS COMMUNITY HEALTH CENTER INC 6450 LA Highway 1 Batchelor,,LA,70715-3212,True,1
" ""NORTH SHORE COMMUNITY HEALTH, INC""",27 Congress Street Salem,"INC"" 27 Congress Street Salem",MA,01970-7309,True,1
" ASSOCIATION OF ASIAN/PACIFIC COMMUNITY HEALTH ORGANIZATIONS ""2140 Shattuck Ave, Ste 203""",,Berkeley,CA,94704-1211,True,1
" CARE RESOURCE COMMUNITY HEALTH CENTERS INC ""3510 Biscayne Blvd, Floor 3""",,Miami,FL,33137-3851,True,1
" ""FLORIDA COMMUNITY HEALTH CENTERS, INC.""",5827 Corporate Way STE 100 West Palm Beach,"INC."" 5827 Corporate Way STE 100 West Palm Beach",FL,33407-,True,1
, MOUNTAIN VALLEYS HEALTH CENTERS Medical Center Dr Bieber,,CA,96009-8000,True,1
, INTERIOR COMMUNITY HEALTH CENTER 1606 Twenty-Third Avenue Fairbanks,,AK,99701-6407,True,1
, BETANCES HEALTH CENTER 280 Henry St New York,,NY,10002-5808,True,1
, COAL COUNTRY COMMUNITY HEALTH CENTER 1312 Highway 49 N Beulah,,ND,58523,True,1
" ""BROWARD COMMUNITY AND FAMILY HEALTH CENTERS, INC."" ""5010 Hollywood Blvd, Ste 100B""",,Hollywood,FL,33021-6557,True,1
, COSTA SALUD COMMUNITY HEALTH CENTERS INC 28 Calle Munoz Rivera W Rincon,,PR,00677-2127,True,1
, MARILLAC COMMUNITY HEALTH CENTERS 3201 S Carrollton Ave New Orleans,,LA,70118-4307,True,1
, UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY 3875 W Beechwood Ave Fresno,,CA,93711-0795,True,1
, SEA MAR COMMUNITY HEALTH CENTERS 1040 S Henderson St Seattle,,WA,98108-4720,True,1
" GARFIELD HEALTH CENTER ""210 N Garfield Ave, Ste 203"" Monterey",,Park,CA,91754-1746,True,1
, HYNDMAN AREA HEALTH CENTER INC 144 5th Ave Hyndman,,PA,15545-7379,True,1
, MONMOUTH FAMILY HEALTH CENTER 270 Broadway Long Branch,,NJ,07740-7027,True,1
" ""THE PROVIDENCE COMMUNITY HEALTH CENTERS, INC.""",375 Allens Ave Providence,"INC."" 375 Allens Ave Providence",RI,02905-5010,True,1
, HEALTH CENTER OF SOUTHEAST TEXAS 307 N William Barnett Ave Cleveland,,TX,77327-4061,True,1
, First Choice Community Health Centers 40 Autumn Fern Trail Lillington,,NC,27546-5155,True,1
" ""ANCHORAGE NEIGHBORHOOD HEALTH CENTER, INC.""",4951 Business Park Blvd Anchorage,"INC."" 4951 Business Park Blvd Anchorage",AK,99503,True,1
" ""FAMILY HEALTH CENTERS, INC.""",2215 Portland Ave Louisville,"INC."" 2215 Portland Ave Louisville",KY,40212-1094,True,1
" ""NATIVE AMERICAN HEALTH CENTER, INC.""",2920 International Blvd Oakland,"INC."" 2920 International Blvd Oakland",CA,94601-2228,True,1
, MONROE COUNTY HEALTH DEPARTMENT 200 Health Center Dr Union,,WV,24983-8442,True,1
, LONG VALLEY HEALTH CENTER 50 Branscomb Rd Laytonville,,CA,95454-9744,True,1
" APPALACHIAN MOUNTAIN COMMUNITY HEALTH CENTERS ""7 Mcdowell Street, #200""",,Asheville,NC,28801-4136,True,1
, PEOPLES COMMUNITY CLINIC 2909 N Interstate 35 Austin,,TX,78722-2304,True,1
, COMMUNITY HEALTH CARE INC 14 N Pearl St Bridgeton,,NJ,08302-,True,1
" ""COMMUNITY HEALTH CARE SYSTEMS, INC.""",2251 W Elm St Wrightsville,"INC."" 2251 W Elm St Wrightsville",GA,31096-,True,1
, HEART OF FLORIDA HEALTH CENTER 2553 E Silver Springs Blvd Ocala,,FL,34470-7009,True,1
" ""RIVER HILLS COMMUNITY HEALTH CENTER, INC""",201 S Market St Ottumwa,"INC"" 201 S Market St Ottumwa",IA,52501-2924,True,1
, Will County Community Health Center 501 Ella Ave Joliet,,IL,60433-2700,True,1
" ""Jane Pauley Community Health Center, Inc.""",1503 N Mitthoefer Rd Indianapolis,"Inc."" 1503 N Mitthoefer Rd Indianapolis",IN,46229-2425,True,1
" ""CABARRUS COMMUNITY HEALTH CENTERS, INC."" 202D Mcgill Ave NW",,Concord,NC,28025-4615,True,1
" ""BAPTIST COMMUNITY HEALTH SERVICES, INC""",4960 Saint Claude Ave New Orleans,"INC"" 4960 Saint Claude Ave New Orleans",LA,70117-4258,True,1
, SOUTH CENTRAL FAMILY HEALTH CENTER 4425 South Central Avenue Los Angeles,,CA,90011-3629,True,1
" ""Lone Star Community Health Center, Inc.""",605 S Conroe Medical Dr Conroe,"Inc."" 605 S Conroe Medical Dr Conroe",TX,77304-4722,True,1
" ""COMMUNITY HEALTH CARE, INC.""",500 W River Dr Davenport,"INC."" 500 W River Dr Davenport",IA,52801-1014,True,1
, THE WAHIAWA CENTER FOR COMMUNITY HEALTH 302 California Ave Wahiawa,,HI,96786-1841,True,1
" ""ATCHISON COMMUNITY HEALTH CLINIC, INC.""",1412 N 2nd St Atchison,"INC."" 1412 N 2nd St Atchison",KS,66002-2599,True,1
, ESPERANZA HEALTH CENTERS S Western Ave Chicago,,IL,60608-2503,True,1
" ""MOUNTAINLANDS COMMUNITY HEALTH CENTER, INC.""",589 S State St Provo,"INC."" 589 S State St Provo",UT,84606-5056,True,1
, COMMUNITY HEALTH CENTER IN COWLEY COUNTY INC 221 W 8th Ave Winfield,,KS,67156-2718,True,1
, INDIAN HEALTH CENTER OF SANTA CLARA VALLEY 1333 Meridian Ave San Jose,,CA,95125-5212,True,1
, NORTHLAND HEALTH PARTNERS COMMUNITY HEALTH CENTER 416 Kundert St Turtle Lake,,ND,58575-4205,True,1
, CHICAGO FAMILY HEALTH CENTER INC 9119 S Exchange Ave Chicago,,IL,60617-4225,True,1
, BUCKSPORT REGIONAL HEALTH CENTER 110 Broadway Bucksport,,ME,04416-4612,True,1
" ""FAMILY HEALTH CENTERS OF GEORGIA, INC., THE""",868 York Ave SW Atlanta,"THE"" 868 York Ave SW Atlanta",GA,30310-2791,True,1
" ""SAPPHIRE COMMUNITY HEALTH, INC"" ""316 North 3rd Street, #101""",,Hamilton,MT,59840-2475,True,1
, HODGEMAN COUNTY HEALTH CENTER 809 W Bramley St Jetmore,,KS,67854-9320,True,1
" SPRING BRANCH COMMUNITY HEALTH CENTER ""800 W Sam Houston Pkwy S, Ste 200""",,Houston,TX,77042-,True,1
, MOUNTAINEER COMMUNITY HEALTH CENTER INC 783 Winchester St Paw Paw,,WV,25434-3258,True,1
, HEART OF TEXAS COMMUNITY HEALTH CENTER INC 1600 Providence Dr Waco,,TX,76707-2291,True,1
, MIDLAND COMMUNITY HEALTHCARE SERVICES 5001 Andrews Hwy Midland,,TX,79703-4522,True,1
, COMPASS COMMUNITY HEALTH 1634 11th St Portsmouth,,OH,45662-4526,True,1
" ASSOCIATION FOR UTAH COMMUNITY HEALTH ""860 E 4500 S, #206"" Salt Lake",,City,UT,84107-3014,True,1
" NORTHEAST COMMUNITY CLINIC ""2550 W Main St, Ste 301""",,Alhambra,CA,91801-7003,True,1
" ""UNICARE COMMUNITY HEALTH CENTER, INC""",437 N Euclid Av Ontario,"INC"" 437 N Euclid Av Ontario",CA,91762-3456,True,1
" ""NORTHSHORE HEALTH CENTERS, INC""",6050 Sterling Creek Rd Portage,"INC"" 6050 Sterling Creek Rd Portage",IN,46368-7752,True,1
, SCENIC BLUFFS HEALTH CENTER INC 611 Broadway St Cashton,,WI,54619-,True,1
, UNITED HEALTH CENTERS 3009 Waughtown Street Winston Salem,,NC,27107-1634,True,1
, SHASTA COMMUNITY HEALTH CENTER 1035 Placer St Redding,,CA,96001-1125,True,1
" ""WEST SIDE COMMUNITY HEALTH SERVICES, INC.""",153 Cesar Chavez St Saint Paul,"INC."" 153 Cesar Chavez St Saint Paul",MN,55107-2295,True,1
" ""NORTH TEXAS AREA COMMUNITY HEALTH CENTERS, INC.""",2332 Beverly Hills Dr Fort Worth,"INC."" 2332 Beverly Hills Dr Fort Worth",TX,76114-1756,True,1
, ONE COMMUNITY HEALTH 849 Pacific Ave Hood River,,OR,97031-,True,1
, HENDERSON COUNTY RURAL HEALTH CENTER INC 1204 Highway 164 E Oquawka,,IL,61469-3204,True,1
" ""MARIPOSA COMMUNITY HEALTH CENTER, INC.""",825 North Grand Avenue Nogales,"INC."" 825 North Grand Avenue Nogales",AZ,85621-2292,True,1
" COMPREHENSIVE COMMUNITY HEALTH CENTERS INC ""801 S Chevy Chase Dr, Ste 250""",,Glendale,CA,91205-4433,True,1
" ""COMMUNITY HEALTH PROGRAMS, INCORPORATED""",444 Stockbridge Road Great Barrington,"INCORPORATED"" 444 Stockbridge Road Great Barrington",MA,01230-1295,True,1
" ""UNITED COMMUNITY HEALTH CENTER, INC.""",715 W Milwaukee Ave Storm Lake,"INC."" 715 W Milwaukee Ave Storm Lake",IA,50588-1564,True,1
" ""PENINSULA COMMUNITY HEALTH SERVICES OF ALASKA, INC.""",230 E Marydale Avenue Soldotna,"INC."" 230 E Marydale Avenue Soldotna",AK,99669-7648,True,1
" ""GULF COAST HEALTH CENTER, INC""",2548 Memorial Blvd Port Arthur,"INC"" 2548 Memorial Blvd Port Arthur",TX,77640-2825,True,1
, ADVANCE COMMUNITY HEALTH INC 1001 Rock Quarry Road Raleigh,,NC,27610-3825,True,1
, ALL CARE HEALTH CENTER 902 S 6th St Council Bluffs,,IA,51501-6441,True,1
, GREAT MINES HEALTH CENTER 1 Southtowne Dr Potosi,,MO,63664-5729,True,1
, SPRINGVALE HEALTH CENTERS INC 201 Hospital Dr Dover,,OH,44622-,True,1
" ""THE FLORIDA ASSOCIATION OF COMMUNITY HEALTH CENTERS, INC.""",2340 Hansen Ln Tallahassee,"INC."" 2340 Hansen Ln Tallahassee",FL,32301-4884,True,1
, COMMUNITY HEALTH DEVELOPMENT INC 908 Evans St Uvalde,,TX,78801-6051,True,1
, Brownsville Community Health Clinic Corporation 191 E Price Rd Brownsville,,TX,78521-3527,True,1
, COMMUNITY HEALTH SYSTEMS INC 74 Eclipse Ctr Beloit,,WI,53511-3550,True,1
, NEIGHBORHOOD HEALTH CENTERS OF LEHIGH VALLEY 218 N 2nd St Allentown,,PA,18102-3508,True,1
, KATAHDIN VALLEY HEALTH CENTER 529 S Patten Rd Patten,,ME,04765-3007,True,1
, APICHA COMMUNITY HEALTH CENTER 400 Broadway New York,,NY,10013-3698,True,1
, COMMUNITY HEALTHCARE ASSOCIATION OF THE DAKOTAS 196 E 6th St Sioux Falls,,SD,57104-5937,True,1
" ""PASADENA HEALTH CENTER, INC."" ""908 Southmore Ave, Suite 100""",,Pasadena,TX,77502-1120,True,1
, MGH FAMILY HEALTH CENTER 2201 S Getty St Muskegon,,MI,49444-1207,True,1
, GLACIER COMMUNITY HEALTH CENTER INC 519 E Main St Cut Bank,,MT,59427-3015,True,1
" ""ESCAMBIA COMMUNITY CLINICS, INC""",2315 W Jackson St Pensacola,"INC"" 2315 W Jackson St Pensacola",FL,32505-7552,True,1
, SIXTEENTH STREET COMMUNITY HEALTH CENTER 1032 S Cesar E Chavez Dr Milwaukee,,WI,53204-2297,True,1
, SOUTHWEST VIRGINIA COMMUNITY HEALTH 319 5th Ave Saltville,,VA,24370-3418,True,1
